roomid,action_seqs,label
20020452613,2|1|1|8|3|1|2|2|1|1|2,1
20898758070,1|1|1|1|8|8|2|25|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|55|51|55|51|2|2|2|2|2|2|55|2|51|2|2|2|30|55|51|30|2|2|2|2|1|1|2|2|2|30|2|2|8|8|2|30|2|2|2|2|2|2|2|2|8|2|2|2|2|2|2|2|2|35|35|33|33|33|33|2|2|1|8|2|30|2|2|8|2|2|2|2|2|1|2|2|2|2|2|2|2|1|1|2|2|2|2|1|1|1|1|2|1|2|55|51|51|55|51|51|2|2|2|2|2|2|2|2|2|2|2|2|2|8|2|2|2|2|55|51|51|51|51|2|2|51|51|51|35|35|33|33|33|33|2|1|2|25|51|2|2|1|51|55|51|55|51|30|51|35|35|51|30|51|2|51|51|51|2|33|33|33|33|2|2|30|35|35|2|2|2|33|33|33|33|2|2|2|2|2|3|1|2|2|2|2|25|2,1
27580112175,2|2|2|8|35|35|33|33|33|33|35|33|33|2|2|35|33|33|33|35|35|33|33|33|33|2|8|33|33|33|33|2|2|2|2|35|35|35|35|8|8|2|35|35|33|33|33|33|35|33|33|33|33|35|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33,1
34837589688,39|2|39|2|2|39|34|34|34|34|2|34|34|34|34|2|34|34|34|34|39|7|2|2|39|1|2|2|1|1|2|44|2|1|1|1|2|2|34|34|34|34|39|2|2|2|7|39,1
34850675825,2|35|35|35|35|35|35|35|35|38|2|35|35|35|35|35|35|35|35|38|34|34|34|34,1
38998047656,35|35|33|33|33|33|33|33|33|33|33|33|33|33|3|1|1|3|35|35|33|33|33|33|33|1|3|35|35|33|33|33|33,1
43697595460,1|3|2|7|2|21|1|3|1|1|1|3|1|1|3|1|29|2|1|3|2|25|1|3|29|2|2|2|3|1|3|1|2|2|2|1|1|3|2|1,1
43966705909,33|33|1|1|3|3|3|1|2|1|3|55|51|51|51|51|51|55|51|51|51|2|51|51|51|51|51|51|51|51,1
44320795899,1|1|35|35|33|33|33|33|2|2|1|1|1,1
44367294302,33|33|33|33|1|2|1|3|2|2|2|2|2|2|3|1|7|2|2,1
44399103265,2|25|2|35|35|33|33|33|33|33|33|33|33|2|33|33|33|33,1
44576195210,2|2|2|2|2|2|2|1|2|2|2|2|2|2|2,1
44714097194,1|3|3|1|3|1|3|1|3|1|3|1|1|3|3|1|1|3|1|3|3|1|1|3|3|1|1|3|3|1|1|3|1|3|3|1|1|3|1|3|3|1|3|1|3|1|1|3|1|3|1|3|1|3|1|3|3|1|3|1|3|1|1|3|1|3|1|3|1|3|3|1|1|3|1|3|1|3|3|1|3|1|1|3|3|1,1
44726686715,8|8|2|8|8|2|2|2|2|8|8|8|2|8|2|2|8|2|2|2|2|8|8|2|8|8|8|3|1|30|30|30|30|30|30|2|2,1
45274099511,2|2|2|8|8|2|8|8|35|35|33|33|33|33|39|33|33|1|1|1|35|35,1
47565873086,39|7|7|2|2|35|35|35|35|33|33|33|33|33|33|55|51|7|33|33|33|33|56|51|52|55|51|51,1
48744068189,1|1|35|35|33|33|33|33|1|1|2|22|1|1,1
48827669460,39|8|31|31|31|2|35|35|2|35|35|7,1
48973163184,2|25|1|3|3|1|35|35|35|35|33|33|33|33|35|35|33|33|33|33|1|3|1|3|2,1
18032661598,1|3|2|2|55|51|2|51|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,1
18516689905,3|1|7|2|2|55|51|51|2|51|51|51|1|3|2|2|2|51|7|8|1|1|1|2|2,1
18525262198,35|35|2|25|33|33|33|33|35|35|2|2|2|1|2|35|35|35|35|33|33|33|33|2|35|35|33|33|33|33|33|33|2|35|35|33|33|33|33|33|33|33|33|2|2|35|35|33|33|33|33|8|2|2|35|35|35|35|33|33|33|33|33|33|30,1
19886452341,2|1|3|3|1|3|1|3|1|1|3|3|1|1|3,1
20151965394,30|35|35|33|33|33|33|39|8|8|2|2,1
20941157346,33|33|33|33|8|8|8|33|33|39|39|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|39|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|35|35|35|35|35|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|30|33|33|33|33|39|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|33|33|33|33|2|2|2|2|39|39|33|33|33|33|39|39|33|33|33|33|33|33|33|33|3|1|1|3|33|33|33|33|39|33|33|39|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|39|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|8|39|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|39|33|33|33|33|33|33|8|8|8|8|8|8|39|39|39|33|33|33|33|33|33|33|33|33|33|2|3|1|2|39|39|33|33|8|8|30|39|2|33|33|39|2|2|39|2|39|2|39|39|33|33|33|33|39|39|33|33|2|39|33|33|33|33|33|33|33|33|39|3|1|39|33|33|8|39|8|1|3|33|33|33|33|33|33|33|33|33|33|33|33|33|33|1|3|3|1,1
24857321013,2|2|1|1|1|1|1|1|1|1|1|1|1|35|35|55|51|1|51|1|8|1|8|8|8|8|7|3|1|8|8|8,1
25492022193,2|2|1|2|2|2|1|1|1|1|1|1|8|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|8|2|2|2|1|1|1|2|8|2|8|8|1|2|2|8|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|3|1|2|2|2|2|2|2|2|2|2|2|2|2|2|1|3|1|38|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|8|2|1|1|2|2|2|2|2|2|2|8|8|8|8|8|8|2|2|2|2|8|1|1,1
34409195510,1|3|3|1|8|3|1|8|8|8|8|1|3|8|2|8|8|8|8|8|8|35|35|33|33|33|33|8|8|8|3|1|3|1|8|8|35|35|8|8|33|33|33|33|35|35,1
34423881253,33|33|33|33|35|35|33|33|33|33|55|51|35|35|2|33|33|33|33|55|51|51|2|2|2|2|8|8|2|2|2|2|51|33|33|35|35|33|33|33|33|55|51|2|35|35|2|2|8|2|2|2|2|2|2|8|2|2|2|8|8|2|2|2|1|2|2|51|2|30|30|51|51|2,1
34786181682,1|3|1|3|1|3|2|1|3|2|1|3|2|2|8|8|2|2|35|35|8|2|3|1|2|1|3,1
34841986420,35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|2|35|35|38|38|33|33|33|33|34|34|34|34|34|34|34|34|34|34|34|34|35|35|35|35|35|35|35|35|34|34|34|34|34|34|34|34|33|33|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|35|35|34|34|34|34|34|34|34|34|33|33|33|33|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|1|34|34|34|34|2|2|35|35|33|33|33|33|2|2|2|34|34|34|34|35|35|33|33|33|33|34|34|34|34|8|35|35|35|35|33|33|33|33|33|33|35|35|8|8|8|33|33|2|2|33|33|34|34|34|34|8|8|8|33|33|33|33|2|2|33|33|33|33|35|35|33|33,1
39122354261,29|2|2|33|33|33|33|56|56|29|29|52|2|56|52|8|8|52|2|2|32|35|35|29|55|51|55|51|55|51|2|2|2|2|2|2|2|2|2|55|51|55|51|1|3|1|3|1|3|35|35|32|35|35|32|35|35|55|51|2|55|51|55|51|2|2|2|2|2|55|51|55|51|29|35|35,1
42975705499,2|2|56|56|52|52|2|2|2|2|2|2|2|2|2|2,1
43265595367,2|2|1|1|6|6|6|6|6|1|6|6|6|6|6|6|1|6|6|6|6|1|6|1|6|6|6|6|1|1|1|6|6|6|6|6|2|7|2,1
44350195592,2|1|1|1|1|32|35|35|33|33|33|33|1|3|1|2|2|2|2|2|2|1|3|1|32|35|35,1
44494902456,39|39|1|39|39|37|37|38|1|3|39|33|33|39|39,1
45007902430,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39,1
47359070707,2|3|1|2|25|3|1|1|3|2|22|3|1|2,1
47790473221,36|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|31|38|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|35|35|35|35|35|35|35|35|35|35|35|35|34|34|34|34|34|34|34|34|35|35|35|35|35|35|35|35|35|35|35|35|1|3|35|35,1
48982261760,1|35|35|35|35|35|35|35|35|33|33|33|33|33|35|35|35|35|35|35|33|33|1|33|33|33|33|33|33|1|1,1
3309526691,3|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|3|2,1
17904916949,2|7|2|1|4|39|2|1|4|4|55|51|51|51|51|55|51,1
17972728045,8|7|2|7|8|7|8|8|7|7|2|2|9|8|7|7|7|7|8|2|2|7|8|8|7|33|33|33|33|33|33|7|8|7|7|8|8|35|35|7|33|33|33|33|8|7|39|35|35|2|7|2|8|2|9|2|7|2|8|7|2,1
20552162193,2|8|2|2|2|30|2|2|2|2|35|35|33|33|33|33|35|35|35|35|33|33|33|33|39|2|35|35|33|33|33|33|3|1|8|3|1|33|33|33|33|33|33|35|35|8|39|1|3|2|2|35|35|33|33|33|33|2|2|33|33|2|2|2|2|2|35|35|33|33|33|33|38|34|34|34|34|2|2|2|2|2|2|8|2|2|2|2|2|2|39|2,1
20808359557,33|33|33|33|33|33|33|33|35|35|2|39|35|35|7|1|1,1
20816758307,8|2|1|3|2|35|35|35|35|33|33|33|33|32|35|35|35|35|33|33|33|33|8|8|33|33|33|33|2|2|2|2|2,1
21058155323,8|2|2|2|2|2|2|2|2|2|34|34|34|34|34|34|34|34|8|2|2|2|2|55|51|51|51|2|2,1
21343150621,34|34|34|34|35|35|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|34|34|34|34|34|34|34|34|7|7|35|35|33|33|33|33|33|33|2|2|2|2|35|35|33|33|33|33|35|35|33|33|33|33|34|34|34|34|2|2|2|2|2|38|34|34|34|34|34|34|34|34|34|34|34|34|2|2|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|35|35|34|34|34|34|34|34|34|34|34|34|34|34|1|35|35|33|33|33|33|1|33|33|33|33|34|34|34|34|34|34|34|34|34|34|34|34|1|1|34|34|34|34|37|37|34|34|34|34|2|33|33|33|33|39,1
34766588563,33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|2|2|2|2|8|3|1|8|8|39|31|2|1|3|35|35|33|33|33|33|3|1|35|35|33|33|33|33,1
39339352524,7|2|1|3|7|1|1|1|1|1|1|2|2|2|2|2|7|2|25|3|1,1
43187195930,51|33|33|33|33|35|35|35|35|35|35|34|34|1|3|33|33|33|33|3|1|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|39|2|2|2|2|2|2|2|2|2|2|2|2|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|51|35|35|35|35|35|35|35|35|33|33|35|35|35|35|33|33|33|33|33|33|3|1|35|35|2|33|33|33|33|35|35|35|35|33|33|33|33|34|34|34|34,1
44211105950,35|35|1|1|1|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|1|1|1|39|2|33|33|39|33|33|1|3|7|33|33|33|33|33|33|1|1|33|33|33|33|33|33|33|33|2|2,1
44398903221,38|38|38|34|34|34|34|1|35|35|33|33|33|33|1|1|1,1
48700471124,8|8|7|8|8|8|8|8|8|7|8|2|2|8,1
49004760302,1|3|1|3|8|8|2|8|3|1|1|1|1,1
24167475517,1|1|2|1|1|2|8|2|2|3|1|8|1|2|8|8|8|8|2|1|1|1|1,1
34394395499,33|35|35|33|35|33|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|33|33|35|35|35|35|2|2|8|8|8|2|8|8|35|35|35|35|33|33|33|33|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|2|2|33|33|33|33|33|33|2|39|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|39|40|40|40|40|40|40|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|2|2|33|33|39|33|33|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33,1
34839988082,2|2|1|1|39|1|33|33|8|33|33|33|33|8|2|35|35|33|33|33|33|8|3|1|2|2|39|33|33|39|33|33|33|33|2|1|1|1|8|8|2,1
39342954834,51|35|35|1|3|8|7|35|35|33|33|33|33|33|33|33|33|35|35|33|33|35|35|1|3|35|35|35|35|35|35|35|35|3|1|33|33|33|33|1|3|3|1|1|3,1
43476993863,33|33|33|33|33|33|55|51|51|3|1|2|51|51|51|51|1|35|33|33|33|55|51|1|1|3|3|1|1|3|1|51|51|1|3|1|1|3|3|1|3|1|1|3|3|1|3|1|51|1|1|3|1|1,1
43598395493,1|38|38|34|34|34|34|34|34|34|34|30|34|34|34|34|35|35|34|34|34|34|34|34|34|34|35|35|33|33|33|33|34|34|34|34|34|34|34|34|39|30|35|35|33|33|33|33|35|35|1|35|35,1
44388196010,2|7|7|39|39|39|2|2|39|39|39|39|2|39|39|2|39|2|2|39|2|2|25|2|39,1
44474905431,2|2|39|2|2|2|2|2|2|39|2|2|2|2|2|2|8|2|2|2|2|2|2|2|2|2|2|2|2|2|2|33|33|33|33|8|35|35|35|35|33|33|33|33|33|33|33|33|39|3|1|33|33,1
44802181775,32|35|35|32|35|35|2|25|51|51|33|33|33|33|35|35|33|33|33|33|8|1|3|2|8|2|2|2|8|1|1|8|2|2|1|8|3|1|8|2|2|8|2|8|2|25|2|2|2|2|2|2|2|2|2,1
44932290668,2|1|1|1|7|7|7|7|1|1|1|1|1|1|1|2|1|2|2|1|1|1|1|1|1|55|51|2|2|51|1|1|1|1|1|51|51|1|1|1|51|1|2|2|2|2|2|1,1
45244990104,35|35|33|33|33|33|33|33|35|35|2|2|35|35|33|33|33|33|35|35|33|33|33|33|2|35|35|55|51|35|35|55|51,1
48563073122,36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|31|2|35|35|35|35|33|33|33|33|33|33|33|33|2|2|1|1|1|39|33|33|33|33|55|51|35|35|35|35|55|51|2|1|1|2|1|35|35|51,1
